graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,synthetic:hard,67,716,46,264,0.9016393442622951,0.6727272727272727,0.8208955223880597,1.0,56,55,0.01818181818181818,True,1.0065960702486336,0.7622589059174061,2.7885636473074555,3.6582893629183886,0.0,0.6312849162011174,21
1,synthetic:hard,73,210,24,20,0.7671232876712328,0.8806306306306306,0.7567567567567568,0.7777777777777778,39,36,0.08333333333333333,True,0.13077414501458406,0.04968794388696551,0.03716389508917928,0.747945923738019,0.4931506849315068,0.9047619047619048,31
2,synthetic:hard,61,118,14,5,0.76,0.8655555555555555,0.76,0.76,26,25,0.04,True,0.06749334698542953,0.05004364578053355,0.06092971516773105,1.2175315011008263,0.5901639344262295,0.9576271186440678,24
3,synthetic:hard,72,288,49,127,0.8108108108108109,0.7254545454545456,0.7377049180327869,0.9,61,50,0.22,True,0.14320676401257515,0.055170818231999874,0.48387487698346376,8.770485783783597,0.1527777777777778,0.5590277777777778,49
4,synthetic:hard,79,1336,39,261,0.9324324324324325,0.8681159420289856,0.8734177215189873,1.0,69,69,0.0,True,3.0511893769726157,0.11413913127034903,6.688665877096355,58.600988133102526,0.0,0.8046407185628742,40
5,synthetic:hard,58,57,7,0,0.9743589743589743,0.9973009446693657,0.95,1.0,19,19,0.0,True,0.03278985572978854,0.00021452084183692932,0.06010835012421012,280.1981831206043,0.6551724137931034,1.0,19
6,synthetic:hard,56,108,19,10,0.7307692307692307,0.8814229249011857,0.6551724137931034,0.8260869565217391,25,23,0.08695652173913043,True,0.05840712878853083,0.05281012365594506,0.04450289020314813,0.8426961938790735,0.48214285714285715,0.9074074074074074,21
7,synthetic:hard,51,396,37,182,0.8409090909090909,0.7350427350427351,0.7551020408163265,0.9487179487179487,42,39,0.07692307692307693,True,0.353693685028702,0.03865686384961009,0.06984959077090025,1.806913024363325,0.0392156862745098,0.5404040404040404,21
8,synthetic:hard,57,171,43,100,0.8,0.6743243243243243,0.7083333333333334,0.918918918918919,41,37,0.10810810810810811,True,0.06496986094862223,0.07164558302611113,0.06856581289321184,0.9570138171424069,0.15789473684210525,0.41520467836257313,26
9,synthetic:hard,79,984,48,290,0.9178082191780822,0.7786069651741293,0.8481012658227848,1.0,67,67,0.0,True,1.8309605573303998,0.17685637809336185,6.248961069155484,35.333535247774215,0.0,0.7052845528455285,31
10,synthetic:hard,57,777,28,141,0.9245283018867925,0.7959183673469388,0.8596491228070176,1.0,49,49,0.0,True,1.1639897627756,0.15754291508346796,2.3506053211167455,14.920412764175204,0.0,0.8185328185328186,29
11,synthetic:hard,75,225,75,225,0.8,0.5248,0.6666666666666666,1.0,50,50,0.0,True,0.10881975805386901,1.856645599938929,2.792577513027936,1.504098312095638,0.0,0.0,0
12,synthetic:hard,66,66,28,17,0.5573770491803278,0.6691244239631338,0.5666666666666667,0.5483870967741935,34,31,0.0967741935483871,True,0.12566716317087412,0.03594306716695428,0.036272479221224785,1.0091648287203872,0.5303030303030303,0.7424242424242424,25
