feature,importance
f86,43.59988784790039
f14,20.200822830200195
f88,7.293713092803955
f87,7.274531841278076
f90,7.0475568771362305
f94,6.608134746551514
f102,6.244091987609863
f89,6.034719944000244
f99,5.773905277252197
f92,5.3840131759643555
f100,5.1435441970825195
f103,4.972584247589111
f1,4.134636402130127
f16,4.075047492980957
f95,3.7228121757507324
f93,3.681150197982788
f97,3.6161036491394043
f13,3.4636964797973633
f0,3.418468475341797
f105,3.3791892528533936
f96,3.254769802093506
f22,2.9521210193634033
f104,2.9462456703186035
f98,2.881620407104492
f30,2.8341503143310547
f35,2.7130086421966553
f29,2.6783499717712402
f34,2.5810532569885254
f21,2.5360324382781982
f101,2.529588460922241
f91,2.529057025909424
f37,2.426755666732788
f33,2.411044120788574
