graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,synthetic:hard,67,716,67,716,0.9090909090909091,0.703030303030303,0.8333333333333334,1.0,55,55,0.0,True,1.4176178150810301,2.917259050067514,3.0644430480897427,1.0504528379194924,0.0,0.0,0
1,synthetic:hard,73,210,58,163,0.7761194029850746,0.8641141141141141,0.8387096774193549,0.7222222222222222,39,36,0.08333333333333333,True,0.1582823721691966,0.1241236631758511,0.06150638218969107,0.4955250321814338,0.2054794520547945,0.2238095238095238,16
2,synthetic:hard,61,118,43,80,0.76,0.8688888888888888,0.76,0.76,26,25,0.04,True,0.573244818020612,0.23115652101114392,0.17812089528888464,0.7705640079273279,0.29508196721311475,0.3220338983050848,12
3,synthetic:hard,72,288,72,288,0.8333333333333334,0.7290909090909091,0.7758620689655172,0.9,50,50,0.0,True,1.5244368007406592,2.642419734969735,1.747167207300663,0.6611997269694453,0.0,0.0,0
4,synthetic:hard,79,1336,79,1336,0.9324324324324325,0.8478260869565217,0.8734177215189873,1.0,69,69,0.0,True,4.373611985240132,7.016562554053962,6.783306498080492,0.9667563633650352,0.0,0.0,0
5,synthetic:hard,58,57,32,28,0.9743589743589743,0.9946018893387315,0.95,1.0,20,19,0.05263157894736842,True,0.040500761941075325,0.1371413809247315,0.16019517602398992,1.168102398734859,0.4482758620689655,0.5087719298245614,8
6,synthetic:hard,56,108,46,89,0.7391304347826086,0.8774703557312253,0.7391304347826086,0.7391304347826086,24,23,0.043478260869565216,True,0.07120391773059964,0.2922784420661628,0.22766255820170045,0.7789235380903141,0.17857142857142858,0.17592592592592593,9
7,synthetic:hard,51,396,51,396,0.8409090909090909,0.7264957264957266,0.7551020408163265,0.9487179487179487,39,39,0.0,True,0.44741302309557796,0.357496848795563,0.5794293289072812,1.6207956261976222,0.0,0.0,0
8,synthetic:hard,57,171,57,171,0.813953488372093,0.6621621621621623,0.7142857142857143,0.9459459459459459,37,37,0.0,True,0.07789654284715652,0.3208765941672027,0.47695589205250144,1.4864153407336678,0.0,0.0,0
9,synthetic:hard,79,984,79,984,0.9178082191780822,0.7773631840796021,0.8481012658227848,1.0,67,67,0.0,True,2.4912511808797717,6.834427661728114,7.49282417120412,1.0963352810306177,0.0,0.0,0
