feature,importance
f86,57.08818054199219
f14,27.56422233581543
f90,11.976607322692871
f87,11.917472839355469
f88,9.608731269836426
f99,8.940199851989746
f94,8.179715156555176
f102,7.5003275871276855
f89,7.4036078453063965
f92,7.170919418334961
f100,6.808269500732422
f103,6.736057281494141
f105,6.260641098022461
f95,5.0279035568237305
f1,4.959000110626221
f97,4.919735908508301
f16,4.857276439666748
f0,4.597745418548584
f96,4.4521803855896
f13,4.111359119415283
f93,3.9234867095947266
f22,3.7642862796783447
f104,3.5662412643432617
f37,3.5252983570098877
f30,3.453467607498169
f91,3.3858964443206787
f98,3.3313381671905518
f101,3.243645668029785
f34,3.0964417457580566
f35,2.970543622970581
f29,2.9558911323547363
f33,2.848005533218384
f21,2.5803842544555664
