feature,importance
f86,47.75294494628906
f14,26.25514793395996
f87,10.411705017089844
f90,10.223309516906738
f88,8.703827857971191
f102,8.183332443237305
f99,8.169316291809082
f94,8.081454277038574
f89,7.862527847290039
f92,6.851742744445801
f100,6.193292617797852
f103,6.061237812042236
f1,5.233089447021484
f16,4.966131210327148
f97,4.926139831542969
f105,4.498351573944092
f95,4.285152435302734
f0,4.159078121185303
f96,4.113264560699463
f13,3.8070075511932373
f93,3.7999699115753174
f104,3.588454008102417
f22,3.572049379348755
f30,3.5135343074798584
f37,3.3420746326446533
f98,3.3336775302886963
f29,3.137777328491211
f35,3.1122050285339355
f91,3.102705240249634
f34,3.040144681930542
f101,3.036831855773926
f33,2.8853559494018555
f21,2.7462363243103027
