feature,importance
f86,70.85287475585938
f14,32.57331085205078
f88,17.451799392700195
f89,15.314750671386719
f94,10.639461517333984
f103,10.050166130065918
f100,8.217662811279297
f16,7.848631381988525
f105,7.142191410064697
f102,6.743812084197998
f92,6.743231773376465
f87,6.155316352844238
f97,5.670548915863037
f1,5.475159645080566
f0,4.957508087158203
f13,4.338658809661865
f30,4.033205509185791
f96,3.956630229949951
f91,3.873645067214966
f22,3.8720128536224365
f90,3.857539176940918
f93,3.8276758193969727
f104,3.7664103507995605
f98,3.763561487197876
f29,3.7345218658447266
f101,3.4403603076934814
f35,3.3917479515075684
f99,3.293128728866577
f33,3.2294671535491943
f21,3.180187702178955
f95,3.0841026306152344
f37,3.0826780796051025
f34,3.0442867279052734
