feature,importance
f86,79.3890380859375
f14,38.44746398925781
f94,23.555404663085938
f88,17.017284393310547
f105,14.52646541595459
f16,12.947013854980469
f89,12.558374404907227
f100,11.69923210144043
f92,10.354427337646484
f1,9.023809432983398
f102,8.715041160583496
f103,8.425005912780762
f97,8.16716194152832
f0,7.549652099609375
f13,6.955112457275391
f22,5.522311210632324
f37,5.446815490722656
f93,4.688812732696533
f104,4.680680274963379
f95,4.337278366088867
f87,4.195984363555908
f96,4.186422824859619
f91,4.112142562866211
f99,3.9769766330718994
f30,3.97450590133667
f29,3.937925338745117
f98,3.9274868965148926
f21,3.7500076293945312
f35,3.6522557735443115
f34,3.525242567062378
f101,3.4274981021881104
f33,3.4093828201293945
f90,3.2402403354644775
