feature,importance
f86,73.06143188476562
f14,34.117916107177734
f88,17.3668270111084
f89,13.50987720489502
f94,10.560988426208496
f103,8.511128425598145
f100,8.463203430175781
f16,7.451152801513672
f105,7.1789069175720215
f87,6.58427619934082
f92,6.356768608093262
f102,6.343664646148682
f1,6.166653156280518
f97,5.7413763999938965
f0,5.0495171546936035
f91,4.190863609313965
f22,4.04984188079834
f29,4.02735710144043
f13,4.02646541595459
f93,4.005122661590576
f104,3.99977970123291
f96,3.9192988872528076
f90,3.915714740753174
f30,3.862438201904297
f98,3.638514518737793
f101,3.484360933303833
f33,3.3207623958587646
f34,3.311051607131958
f21,3.257723093032837
f35,3.2210536003112793
f99,3.1733243465423584
f37,3.1459453105926514
f95,2.741257429122925
