feature,importance
f86,49.780967712402344
f14,25.658016204833984
f90,11.306328773498535
f87,11.216416358947754
f88,9.062708854675293
f99,8.72061824798584
f94,8.653502464294434
f102,8.482559204101562
f89,8.243861198425293
f92,7.2226362228393555
f100,6.432832717895508
f103,5.867853164672852
f105,5.409803867340088
f16,4.900656700134277
f1,4.825580596923828
f97,4.721124172210693
f95,4.609163284301758
f96,4.4959259033203125
f0,4.361067771911621
f13,4.17368221282959
f93,3.924889087677002
f22,3.7590954303741455
f104,3.5037875175476074
f37,3.483363628387451
f98,3.346036672592163
f30,3.1760294437408447
f29,3.155926465988159
f91,3.097005605697632
f34,2.9990956783294678
f101,2.7852115631103516
f35,2.7719571590423584
f21,2.6464428901672363
f33,2.492171287536621
