feature,importance
f86,91.40886688232422
f14,39.98710250854492
f94,19.949996948242188
f88,18.722408294677734
f16,14.665244102478027
f100,13.887535095214844
f92,13.067026138305664
f89,12.540804862976074
f102,9.022747039794922
f103,8.725386619567871
f105,8.657501220703125
f97,8.2412109375
f1,7.768233299255371
f13,6.3875627517700195
f0,6.28208065032959
f22,5.771537780761719
f104,4.8606133460998535
f93,4.74247932434082
f91,4.414221286773682
f96,4.2829179763793945
f95,4.179070949554443
f87,4.11379861831665
f29,4.094461441040039
f30,3.9756243228912354
f37,3.9029653072357178
f98,3.899143695831299
f99,3.743173360824585
f35,3.60615873336792
f101,3.599247932434082
f34,3.5591347217559814
f21,3.438075304031372
f33,3.3076398372650146
f90,3.3054749965667725
