feature,importance
f86,135.68426513671875
f16,56.03700256347656
f105,54.432350158691406
f14,32.68069839477539
f94,29.40049934387207
f88,28.91006851196289
f89,20.779949188232422
f100,18.031719207763672
f13,16.84263038635254
f92,14.957587242126465
f1,12.14284896850586
f97,11.463286399841309
f103,11.098699569702148
f102,9.4391508102417
f0,7.957640171051025
f22,7.312648296356201
f91,6.503202438354492
f104,5.9670610427856445
f96,5.576602458953857
f35,5.179442882537842
f87,5.166302680969238
f101,5.015657424926758
f93,4.9328932762146
f29,4.911273956298828
f99,4.8593292236328125
f30,4.81193733215332
f37,4.761611461639404
f98,4.693530559539795
f95,4.684818267822266
f34,4.453865051269531
f33,4.394417762756348
f90,4.097246170043945
f21,4.074585437774658
