feature,importance
f86,48.945098876953125
f14,21.704193115234375
f90,9.318928718566895
f87,9.167120933532715
f88,7.862634658813477
f94,7.507896423339844
f102,6.971012115478516
f89,6.901173114776611
f99,6.684899806976318
f92,5.951179027557373
f103,5.703189373016357
f100,5.584123611450195
f1,4.788698673248291
f95,4.6269307136535645
f16,4.396267890930176
f97,4.24827766418457
f0,3.8942456245422363
f93,3.704763174057007
f13,3.672983169555664
f105,3.50543212890625
f96,3.4818356037139893
f37,3.4130873680114746
f22,3.330439329147339
f104,3.207686185836792
f91,3.1418328285217285
f30,2.9734206199645996
f29,2.9383132457733154
f35,2.9233152866363525
f101,2.8132565021514893
f98,2.7966225147247314
f34,2.7838590145111084
f21,2.683373212814331
f33,2.570040464401245
