feature,importance
f86,45.71212387084961
f14,26.30725860595703
f87,11.227862358093262
f90,10.376151084899902
f102,8.952442169189453
f88,8.898384094238281
f94,8.65380573272705
f99,8.012260437011719
f92,7.2443718910217285
f103,6.932154178619385
f89,6.794197082519531
f100,6.250729560852051
f16,5.2915143966674805
f1,5.265198230743408
f95,4.92366886138916
f97,4.764256000518799
f105,4.671914100646973
f13,4.274532318115234
f0,4.253807067871094
f96,4.111383438110352
f93,3.9828543663024902
f104,3.6155846118927
f22,3.5342586040496826
f98,3.485638380050659
f37,3.3956470489501953
f101,3.3682119846343994
f30,3.257174253463745
f91,3.187765121459961
f33,3.0089664459228516
f35,2.9946675300598145
f34,2.9935381412506104
f29,2.985250949859619
f21,2.7056992053985596
