feature,importance
f86,45.76700973510742
f14,27.749614715576172
f90,11.818163871765137
f87,11.132753372192383
f99,8.900333404541016
f88,8.829652786254883
f94,8.663898468017578
f102,8.376578330993652
f89,8.219083786010742
f92,7.0223517417907715
f100,6.574882507324219
f103,6.151137351989746
f1,5.482839107513428
f105,5.058308124542236
f97,4.975759506225586
f95,4.664588928222656
f96,4.563035011291504
f0,4.242293834686279
f16,4.145239353179932
f37,4.081780433654785
f13,4.023824691772461
f93,3.833357572555542
f22,3.652858018875122
f104,3.494049072265625
f34,3.354552745819092
f98,3.3224635124206543
f30,3.1436548233032227
f91,3.1311776638031006
f101,3.073550224304199
f35,3.0304009914398193
f29,2.9807817935943604
f33,2.948145866394043
f21,2.7725417613983154
