feature,importance
f86,193.86190795898438
f16,110.3481674194336
f105,87.50689697265625
f94,29.887544631958008
f88,23.769733428955078
f89,22.272281646728516
f14,20.724123001098633
f1,17.96718406677246
f100,17.86347007751465
f92,17.570253372192383
f13,15.440337181091309
f0,14.249654769897461
f97,9.665858268737793
f103,7.1713666915893555
f91,6.600621700286865
f22,6.4120612144470215
f104,5.8727521896362305
f37,5.733328342437744
f93,5.732523441314697
f95,5.165124893188477
f96,5.163636207580566
f102,4.928413391113281
f98,4.9216461181640625
f35,4.8497114181518555
f34,4.739783763885498
f29,4.707949638366699
f30,4.6860270500183105
f87,4.631324768066406
f101,4.388762950897217
f99,4.230292797088623
f33,4.226282596588135
f90,3.6355440616607666
f21,3.6302177906036377
