feature,importance
f86,44.09431076049805
f14,25.16895294189453
f90,10.498435020446777
f87,9.661394119262695
f88,8.38851261138916
f94,7.871801376342773
f99,7.742953777313232
f89,7.301272392272949
f102,7.148754596710205
f100,6.522375106811523
f92,6.4243316650390625
f103,5.54876184463501
f105,4.9823527336120605
f16,4.979568958282471
f1,4.867331504821777
f95,4.705153942108154
f97,4.616237163543701
f96,3.979498863220215
f0,3.943615198135376
f13,3.896390199661255
f22,3.467663288116455
f93,3.4620532989501953
f37,3.352619171142578
f104,3.256775140762329
f91,3.050808906555176
f98,3.011425733566284
f34,2.9725916385650635
f29,2.940096378326416
f101,2.890907049179077
f30,2.8600354194641113
f35,2.708169460296631
f33,2.5449326038360596
f21,2.4798007011413574
