feature,importance
f86,119.79066467285156
f14,60.95685577392578
f88,25.75899887084961
f94,22.263811111450195
f100,17.31478500366211
f16,16.112321853637695
f89,14.898473739624023
f92,14.214685440063477
f105,9.101656913757324
f103,7.596249580383301
f13,7.424630165100098
f1,7.159404277801514
f0,6.990353584289551
f22,6.804691314697266
f102,6.657576560974121
f97,6.586024284362793
f93,5.741125583648682
f104,4.4254608154296875
f95,4.38052225112915
f96,4.2851033210754395
f29,4.242358684539795
f87,3.961995840072632
f30,3.8894543647766113
f99,3.875514268875122
f91,3.8434548377990723
f35,3.8152244091033936
f21,3.7109856605529785
f98,3.505120277404785
f90,3.4863250255584717
f34,3.474254608154297
f37,3.4726736545562744
f101,3.4672062397003174
f33,3.446990728378296
