feature,importance
f86,46.105167388916016
f14,23.886274337768555
f90,10.039102554321289
f87,9.80494213104248
f88,8.314189910888672
f94,7.866138935089111
f99,7.669069766998291
f89,7.557008743286133
f102,7.3969035148620605
f92,7.016416072845459
f100,6.262574672698975
f103,5.94469690322876
f95,4.992705821990967
f1,4.654520034790039
f16,4.47767972946167
f97,4.4600090980529785
f105,4.317814826965332
f0,4.164666175842285
f96,4.023661136627197
f13,3.7090539932250977
f93,3.698956251144409
f22,3.6637256145477295
f101,3.4136199951171875
f37,3.3770511150360107
f104,3.2128114700317383
f34,3.040254592895508
f91,2.990229606628418
f29,2.958956718444824
f98,2.923070192337036
f33,2.8627097606658936
f30,2.800321102142334
f35,2.7623252868652344
f21,2.665560483932495
