feature,importance
f86,129.86508178710938
f14,71.90497589111328
f94,26.028797149658203
f88,25.945884704589844
f100,19.096769332885742
f89,18.525293350219727
f16,16.683639526367188
f92,15.713371276855469
f105,10.220664978027344
f103,8.264784812927246
f97,8.050880432128906
f13,7.908445835113525
f0,7.794795513153076
f102,7.522529125213623
f22,7.348503112792969
f1,6.940752983093262
f93,5.438659191131592
f96,4.484759330749512
f104,4.421113967895508
f87,4.40306282043457
f29,4.3337507247924805
f95,4.244076251983643
f91,4.219980716705322
f101,4.215843677520752
f99,3.994903564453125
f34,3.898472309112549
f30,3.888117790222168
f21,3.885836362838745
f33,3.691422939300537
f98,3.682199239730835
f35,3.678588390350342
f37,3.6082448959350586
f90,3.2474007606506348
