graph_id,source,n_nodes,n_edges,n_nodes_reduced,n_edges_reduced,clf_f1,clf_auc,clf_precision,clf_recall,pipeline_cover_size,baseline_cover_size,optimality_gap,cover_valid,feature_extraction_time,pipeline_runtime,baseline_runtime,speedup,node_reduction,edge_reduction,n_forced
0,synthetic:medium,54,135,54,135,0.7865168539325843,0.5203007518796992,0.6481481481481481,1.0,35,35,0.0,True,0.09793551871553063,0.39891540398821235,0.387331313919276,0.9709610359662154,0.0,0.0,0
1,synthetic:hard,57,171,57,171,0.8,0.6177285318559557,0.6666666666666666,1.0,38,38,0.0,True,0.1401617913506925,0.5163392489776015,0.5133503181859851,0.9942113042974463,0.0,0.0,0
2,erdos,20,55,18,49,0.8181818181818182,0.81,0.75,0.9,10,10,0.0,True,0.039641565177589655,0.023622914217412472,0.0191274331882596,0.8096982875279949,0.1,0.10909090909090913,4
3,synthetic:medium,74,148,72,144,0.8351648351648352,0.8965262379896526,0.76,0.926829268292683,41,41,0.0,True,0.11242225905880332,0.047614109702408314,0.035836379043757915,0.752642006072106,0.02702702702702703,0.027027027027026973,4
4,synthetic:large,355,706,249,474,0.8132530120481928,0.9076451612903226,0.7627118644067796,0.8709677419354839,165,155,0.06451612903225806,True,1.23549686325714,0.1815664190798998,0.0977658280171454,0.5384576537477602,0.29859154929577464,0.3286118980169972,77
5,synthetic:small,47,411,47,411,0.8941176470588236,0.6345029239766082,0.8085106382978723,1.0,38,38,0.0,True,0.7961407881230116,1.1696678358130157,1.1724835457280278,1.0024072730982254,0.0,0.0,0
6,synthetic:hard,77,231,77,231,0.7874015748031497,0.5803703703703703,0.6493506493506493,1.0,50,50,0.0,True,0.1833722209557891,1.3656545355916023,1.36177112814039,0.9971563764114545,0.0,0.0,0
7,erdos,7,12,6,10,0.8571428571428571,0.9166666666666667,1.0,0.75,4,4,0.0,True,0.009428335819393396,0.023187360260635614,0.01560575794428587,0.6730286573749936,0.14285714285714285,0.16666666666666663,2
8,synthetic:small,20,53,20,53,0.8275862068965517,0.9560439560439561,0.75,0.9230769230769231,13,13,0.0,True,0.03910581115633249,0.028829089365899563,0.0241926871240139,0.8391762506598692,0.0,0.0,0
9,synthetic:hard,67,723,67,723,0.8925619834710744,0.7336182336182336,0.8059701492537313,1.0,54,54,0.0,True,2.242799015250057,2.845794743858278,2.8334341179579496,0.9956565293660041,0.0,0.0,0
10,synthetic:large,269,9771,269,9771,0.9633911368015414,0.6732631578947369,0.929368029739777,1.0,253,253,0.0,True,297.39925413159654,57.8174446830526,58.26720804767683,1.0077790252940055,0.0,0.0,0
11,erdos,17,25,16,24,0.8333333333333334,0.7954545454545453,0.7692307692307693,0.9090909090909091,11,11,0.0,True,0.021475492976605892,0.023074910044670105,0.015443264041095972,0.6692664894987572,0.058823529411764705,0.040000000000000036,1
12,synthetic:large,285,846,237,698,0.8164556962025317,0.8810698776154757,0.7724550898203593,0.8657718120805369,162,149,0.087248322147651,True,1.4423123262822628,12.556815945077688,0.14411262329667807,0.011476844442652732,0.16842105263157894,0.1749408983451537,73
13,synthetic:small,41,148,35,121,0.88,0.9485294117647058,0.8461538461538461,0.9166666666666666,25,24,0.041666666666666664,True,0.1763027161359787,0.03764423402026296,0.03450162895023823,0.9165182888743827,0.14634146341463414,0.18243243243243246,14
