feature,importance
f86,87.83354949951172
f14,36.68528747558594
f94,18.86016082763672
f88,17.238554000854492
f100,12.952648162841797
f16,12.706046104431152
f92,11.823172569274902
f89,10.87917709350586
f105,10.819868087768555
f102,8.532936096191406
f103,7.873805046081543
f97,7.516981601715088
f1,7.2411956787109375
f0,6.25353479385376
f13,5.8144145011901855
f22,5.146248817443848
f104,4.472499847412109
f93,4.366182327270508
f95,4.32316780090332
f87,4.085704326629639
f96,4.082078456878662
f91,4.006414413452148
f29,3.9294309616088867
f30,3.7200422286987305
f98,3.676010847091675
f99,3.5675981044769287
f35,3.4677939414978027
f34,3.390777349472046
f37,3.3405020236968994
f21,3.3191022872924805
f101,3.2722439765930176
f33,3.1137678623199463
f90,3.082794666290283
