feature,importance
f86,124.39845275878906
f14,68.45455932617188
f88,25.531070709228516
f94,22.645427703857422
f89,18.814340591430664
f100,18.677196502685547
f16,15.89573860168457
f92,13.446612358093262
f105,11.21158218383789
f1,7.615067958831787
f97,7.457613468170166
f102,7.35672664642334
f0,7.08481502532959
f22,6.919931888580322
f103,6.498658657073975
f13,6.09036111831665
f93,4.623579978942871
f29,4.4492058753967285
f95,4.31762170791626
f104,4.190925598144531
f91,4.147270202636719
f96,4.083500385284424
f87,3.934208393096924
f99,3.9107258319854736
f37,3.8103930950164795
f101,3.737577199935913
f33,3.7260689735412598
f30,3.6906678676605225
f34,3.65226411819458
f21,3.604948043823242
f98,3.5668907165527344
f35,3.563657283782959
f90,3.4251813888549805
