feature,importance
f86,126.71127319335938
f14,61.056949615478516
f88,26.1655330657959
f94,21.735980987548828
f100,18.57426643371582
f16,16.673439025878906
f89,14.917471885681152
f92,13.816299438476562
f105,8.57751178741455
f1,7.731217384338379
f103,7.672915458679199
f13,7.048669338226318
f0,6.816819667816162
f97,6.592604637145996
f102,6.569952487945557
f22,6.551575660705566
f93,5.61749792098999
f104,4.4647932052612305
f29,4.389592170715332
f96,4.286492347717285
f95,4.170433044433594
f101,4.107274055480957
f87,4.076230049133301
f35,3.878080129623413
f91,3.799945116043091
f30,3.7526087760925293
f21,3.718126058578491
f98,3.688312292098999
f34,3.6583445072174072
f99,3.5613739490509033
f90,3.518150806427002
f37,3.4361510276794434
f33,3.4230098724365234
