feature,importance
f86,80.3875503540039
f14,38.85232162475586
f94,23.06698226928711
f105,17.2268123626709
f88,17.055530548095703
f89,13.50112533569336
f16,12.58187198638916
f100,12.133195877075195
f92,11.215017318725586
f102,9.14332389831543
f103,9.039965629577637
f1,9.006317138671875
f97,8.145203590393066
f0,7.621464252471924
f13,6.969843864440918
f22,5.730583667755127
f37,5.20249605178833
f104,4.8702473640441895
f93,4.8294291496276855
f95,4.648725986480713
f91,4.355316162109375
f87,4.292201519012451
f96,4.2554731369018555
f29,4.0143280029296875
f98,3.947453498840332
f30,3.8154337406158447
f99,3.8046233654022217
f21,3.5891735553741455
f33,3.5771090984344482
f35,3.5606839656829834
f101,3.559968948364258
f34,3.4561920166015625
f90,3.432260751724243
