feature,importance
f86,45.06430435180664
f14,25.834278106689453
f87,11.15815544128418
f90,10.447575569152832
f88,9.136764526367188
f99,8.648541450500488
f94,8.559783935546875
f102,7.936827659606934
f89,7.464718818664551
f100,7.344671726226807
f92,7.234814643859863
f103,6.531788349151611
f105,5.6934685707092285
f95,4.755773067474365
f16,4.6468825340271
f97,4.640744686126709
f1,4.615612983703613
f0,4.191427230834961
f96,4.173099040985107
f13,4.137362003326416
f37,3.8392281532287598
f22,3.696866750717163
f104,3.6484477519989014
f98,3.618068218231201
f93,3.5693674087524414
f91,3.2675793170928955
f101,3.256613254547119
f29,3.232147455215454
f30,3.189866542816162
f34,3.1505656242370605
f35,2.7640390396118164
f21,2.7356934547424316
f33,2.591538190841675
