feature,importance
f86,45.87284469604492
f14,20.762712478637695
f90,8.929691314697266
f87,8.523611068725586
f88,7.39309549331665
f89,7.0588459968566895
f94,6.846696376800537
f99,6.668068885803223
f102,5.954155445098877
f100,5.929749011993408
f103,5.316805839538574
f92,5.293717384338379
f16,4.314552307128906
f97,4.078808784484863
f1,4.070373058319092
f93,3.822068452835083
f95,3.8075506687164307
f0,3.7605884075164795
f105,3.6834912300109863
f96,3.5463991165161133
f13,3.4615440368652344
f37,3.187116861343384
f104,3.17283034324646
f22,3.1290831565856934
f30,2.9375052452087402
f91,2.8659396171569824
f35,2.772061586380005
f34,2.7607274055480957
f98,2.7413012981414795
f29,2.732908010482788
f101,2.64766526222229
f33,2.5847465991973877
f21,2.552327871322632
