feature,importance
f86,50.90635681152344
f14,27.81753921508789
f87,11.003401756286621
f90,10.20663070678711
f88,9.063756942749023
f94,8.634181022644043
f99,8.496332168579102
f102,8.360465049743652
f89,7.708137512207031
f92,7.469954490661621
f100,6.3723673820495605
f103,6.289256572723389
f1,5.388992786407471
f97,4.734323978424072
f16,4.661744594573975
f105,4.596336364746094
f95,4.3580121994018555
f13,4.27470588684082
f0,4.203293800354004
f96,4.129767417907715
f93,4.03863525390625
f104,3.619173288345337
f37,3.6101698875427246
f22,3.60953688621521
f98,3.2311604022979736
f30,3.2260046005249023
f101,3.192868709564209
f91,3.1512417793273926
f21,2.9278314113616943
f35,2.919222116470337
f29,2.881251096725464
f34,2.833538055419922
f33,2.8165762424468994
